-1.0,136.67,0.753947
0.0,74.172,0.272243
1.0,34.4058,0.139012
2.0,16.3713,0.0682298
3.0,20.1128,0.102503
4.0,45.7604,0.26572
5.0,93.2583,0.556115
10.0,659.375,3.69115
